image_name,model,elapsed_time,gpu_memory,ram_memory
Leonardo_Diffusion_jrpg_complete_portrait_of_a_space_golden_retriever_puppie_we_0.jpg,stabilityai/stable-diffusion-2,27.17756748199463,2.419607162475586,5.290134429931641
Leonardo_Signature_A_image_banner_design_of_tshirt_for_a_website_1.jpg,stabilityai/stable-diffusion-2,19.613916158676147,2.429006576538086,1.9340057373046875
Kre8_with_Watercolor_Magical_neon_watercolor_latte_art_intricate_design_steam_ri_1.jpg,CompVis/stable-diffusion-v1-4,19.24936318397522,2.429006576538086,0.9101181030273438
Leonardo_Diffusion_whimsical_detailed_close_up_portrait_victorian_brown_owl_flo_1.jpg,stabilityai/stable-diffusion-2-1,40.356762647628784,4.832942485809326,2.3645286560058594
Default_cute_isometric_china_town_cutaway_box_traditional_night_light_1_f48ad1f7-4067-4185-8c63-16a4290a1388_1.jpg,runwayml/stable-diffusion-v1-5,21.59239411354065,4.832942485809326,0.30462646484375
Default_A_side_view_of_a_samurai_cat_with_a_flat_design_Artwork_of_t_0_cc6b0aa7-de9c-4d6e-8d3a-3aebd827b1cd_1.jpg,runwayml/stable-diffusion-v1-5,18.90901827812195,4.832942485809326,0.39688873291015625
Default_DD_cybernatic_character_rusty_metalic_hunter_armor_cyberpunk_2_6725d285-ee0e-4b16-b0fd-df73dd91e464_1.jpg,CompVis/stable-diffusion-v1-4,28.992128372192383,4.832942485809326,0.38446807861328125
Default_Board_game_cafe_good_mood_with_happy_people_paper_art_style_1_0_74ea811b-feea-4a1a-abde-8587dc3f28fe_1.jpg,runwayml/stable-diffusion-v1-5,18.75840997695923,4.832942485809326,-0.20113372802734375
Leonardo_Diffusion_Terrifying_Halloween_house_at_the_dead_of_night_bathed_in_a_1.jpg,stabilityai/stable-diffusion-2-1,39.63228225708008,4.832942485809326,1.3400840759277344
Default_cute_isometric_cyberpunk_bedroom_cutaway_box_futuristic_highl_0_cf59779e-899f-4167-b106-a512f1a038e1_1.jpg,stabilityai/stable-diffusion-2-1,51.28887724876404,4.832942485809326,1.0133132934570312
Leonardo_Diffusion_back_facing_camera_soldier_holding_a_shiny_katana_in_his_han_0.jpg,CompVis/stable-diffusion-v1-4,22.12242102622986,4.832942485809326,0.09004974365234375
Leonardo_Diffusion_beautiful_northern_lights_vector_clipart_illustration_realis_3.jpg,runwayml/stable-diffusion-v1-5,22.167622089385986,4.832942485809326,0.0865020751953125
RPG_40_DD_cybernatic_character_rusty_metalic_hunter_armor_cyberpunk_0.jpg,runwayml/stable-diffusion-v1-5,28.948676824569702,4.832942485809326,0.008991241455078125
Leonardo_Diffusion_A_cute_Kawaii_tiny_hyper_realistic_baby_jaguar_wearing_hip_h_1.jpg,stabilityai/stable-diffusion-2,20.948120594024658,4.832942485809326,0.004665374755859375
Leonardo_Diffusion_A_cute_Kawaii_tiny_hyper_realistic_baby_jaguar_wearing_hip_h_0 (2).jpg,runwayml/stable-diffusion-v1-5,21.43749189376831,4.832942485809326,0.03582763671875
Leonardo_Diffusion_lightning_strikes_abstract_high_quality_UHD_Luminous_Studio_1.jpg,runwayml/stable-diffusion-v1-5,21.576143741607666,4.832942485809326,0.00457000732421875
Leonardo_Diffusion_sticker_cartoon_cute_fox_white_background_Vermeer_style_12K_2.png,runwayml/stable-diffusion-v1-5,21.517375230789185,4.832942485809326,0.004474639892578125
