image_name,model,elapsed_time,gpu_memory,ram_memory
Leonardo_Diffusion_jrpg_complete_portrait_of_a_space_golden_retriever_puppie_we_0.jpg,runwayml/stable-diffusion-v1-5,29.99163055419922,2.0121712684631348,4.825435638427734
Leonardo_Signature_A_image_banner_design_of_tshirt_for_a_website_1.jpg,stabilityai/stable-diffusion-2-1,34.31610083580017,4.841807842254639,4.29461669921875
Kre8_with_Watercolor_Magical_neon_watercolor_latte_art_intricate_design_steam_ri_1.jpg,runwayml/stable-diffusion-v1-5,19.704602479934692,4.841807842254639,0.9691886901855469
Leonardo_Diffusion_whimsical_detailed_close_up_portrait_victorian_brown_owl_flo_1.jpg,stabilityai/stable-diffusion-2-1,39.00473237037659,4.841807842254639,1.862274169921875
Default_cute_isometric_china_town_cutaway_box_traditional_night_light_1_f48ad1f7-4067-4185-8c63-16a4290a1388_1.jpg,CompVis/stable-diffusion-v1-4,21.6373028755188,4.841807842254639,0.3761482238769531
Default_A_side_view_of_a_samurai_cat_with_a_flat_design_Artwork_of_t_0_cc6b0aa7-de9c-4d6e-8d3a-3aebd827b1cd_1.jpg,stabilityai/stable-diffusion-2-1,33.70967674255371,4.841807842254639,1.6912384033203125
Default_DD_cybernatic_character_rusty_metalic_hunter_armor_cyberpunk_2_6725d285-ee0e-4b16-b0fd-df73dd91e464_1.jpg,stabilityai/stable-diffusion-2,27.48936700820923,4.841807842254639,0.6563568115234375
Default_Board_game_cafe_good_mood_with_happy_people_paper_art_style_1_0_74ea811b-feea-4a1a-abde-8587dc3f28fe_1.jpg,runwayml/stable-diffusion-v1-5,19.10822606086731,4.841807842254639,0.22121810913085938
Leonardo_Diffusion_Terrifying_Halloween_house_at_the_dead_of_night_bathed_in_a_1.jpg,runwayml/stable-diffusion-v1-5,22.29786252975464,4.841807842254639,0.03447723388671875
Default_cute_isometric_cyberpunk_bedroom_cutaway_box_futuristic_highl_0_cf59779e-899f-4167-b106-a512f1a038e1_1.jpg,stabilityai/stable-diffusion-2-1,51.29682731628418,4.841807842254639,1.3702583312988281
Leonardo_Diffusion_back_facing_camera_soldier_holding_a_shiny_katana_in_his_han_0.jpg,CompVis/stable-diffusion-v1-4,22.782787322998047,4.841807842254639,0.313201904296875
Leonardo_Diffusion_beautiful_northern_lights_vector_clipart_illustration_realis_3.jpg,runwayml/stable-diffusion-v1-5,21.83182668685913,4.841807842254639,-0.00511932373046875
RPG_40_DD_cybernatic_character_rusty_metalic_hunter_armor_cyberpunk_0.jpg,runwayml/stable-diffusion-v1-5,29.674439668655396,4.841807842254639,0.025440216064453125
Leonardo_Diffusion_A_cute_Kawaii_tiny_hyper_realistic_baby_jaguar_wearing_hip_h_1.jpg,stabilityai/stable-diffusion-2,21.118712425231934,4.841807842254639,0.057003021240234375
Leonardo_Diffusion_A_cute_Kawaii_tiny_hyper_realistic_baby_jaguar_wearing_hip_h_0 (2).jpg,runwayml/stable-diffusion-v1-5,21.708452701568604,4.841807842254639,0.10963058471679688
Leonardo_Diffusion_lightning_strikes_abstract_high_quality_UHD_Luminous_Studio_1.jpg,stabilityai/stable-diffusion-2,21.210935354232788,4.841807842254639,0.00206756591796875
Leonardo_Diffusion_sticker_cartoon_cute_fox_white_background_Vermeer_style_12K_2.png,CompVis/stable-diffusion-v1-4,21.922168016433716,4.841807842254639,-0.00023651123046875
